,title,year,crew_pct_women,crew_n,cast_pct_women,cast_n,bechdel_score,bechdel_desc,synopsis
21447,Shocking Dark,1990,insufficient sample,1.0,insufficient sample,2.0,Missing,Missing,"In a polluted future Venice researchers work to improve the situation. One day, unknown forces start killing them. A team of soldiers and a couple of civilians is sent to investigate. Soon, they encounter strange murderous creatures."
21448,Cruel Jaws,1995,Missing,Missing,Missing,Missing,Missing,Missing,A tiger shark bred by the Navy as a killing machine is wrecking havoc in the sleepy tourist town of Hampton Bay.
21449,Zombi: La creazione,2007,Missing,Missing,insufficient sample,2.0,Missing,Missing,"A woman floating on a raft in the middle of the Pacific. She was found by a rescue team and taken ashore. Once there, she tells a story of how she escaped from an island full of zombies. She was persuaded to lead a commando unit to the island to explore."
21450,Nella terra dei cannibali,2004,Missing,Missing,Missing,Missing,Missing,Missing,Commandos head deep into the Amazon jungle to rescue a general's daughter who has been kidnapped by a cannibal tribe.
21451,Concussion,2015,0.4,15.0,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other","A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu, the brilliant forensic neuropathologist who made the first discovery of CTE, a football-related brain trauma, in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world."
21452,The Phoenix Incident,2015,insufficient sample,4.0,Missing,Missing,Missing,Missing,"A number of 'missing person' cases are reported in Phoenix, Arizona when an unexplained light appears in the sky one night in 1997."
21454,The Exorcism of Molly Hartley,2015,insufficient sample,2.0,insufficient sample,6.0,Missing,Missing,"Taking place years after The Haunting of Molly Hartley, who now, as an adult, has fallen under the possession of an evil spirit and must be exorcised by a fallen priest before the devil completely takes her."
21455,United Passions,2014,insufficient sample,2.0,insufficient sample,7.0,Missing,Missing,"An epic, untold story that brings to life the inspiring saga of the World Cup and the three determined men who created it. Driven by their vision and passion, three men, overcame their doubts and fought obstacles and scandals to make the World Cup a reality. Spanning the tumultuous 20th Century, this timeless saga celebrates the event that became the most popular sporting event in the world."
21459,Xin za shi xiong zhu nu zi,1995,Missing,Missing,insufficient sample,3.0,Missing,Missing,"A high school loser dreams of winning the heart of the principal's daughter, but his chances are slim as long as her bruiser boyfriend's around. Fortunately, a chance meeting with a pair of Garlic (Nicky Wu) and Gimmick (Takeshi Kaneshiro) are renegade cops who cause nothing but headaches for their superiors. Chief Wong Yat Fei decides to send his boys undercover in Wong Fei Hong College to protect a general's daughter (Charlie Yeung) from Mainland China, but that's where their problems begin. Their boyish good looks may fool their classmates, but how will the two undisciplined cops pass their classes, let alone protect a girl who's tougher than they are?"
21460,The Peanuts Movie,2015,insufficient sample,7.0,insufficient sample,5.0,Missing,Missing,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest."
21464,Bloodsport: The Dark Kumite,1999,Missing,Missing,insufficient sample,3.0,Missing,Missing,"Agent John Keller goes undercover into the tough prison known as Fuego Penal to find out about the corpses of prisoners disappearing without a trace. There he gets involved in a dangerous tournament arranged by a man named Justin Caesar, where the prisoners are forced fight to death."
21465,The Haunting of Whaley House,2012,insufficient sample,7.0,insufficient sample,4.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"When a tour guide breaks into America's Most Haunted House, a bit of amateur ghost hunting with friends turns into more horror than they could have ever imagined."
21467,Skinwalker Ranch,2013,insufficient sample,3.0,insufficient sample,5.0,Missing,Missing,"In  2010 “Skinwalker Ranch” gained media attention after experiencing a wide range of unexplained phenomena. Reports ranged from UFO sightings to livestock mutilation, but maybe most notable was the disappearance of ranch owner Hoyt Miller’s eight-year-old son Cody on November 11, 2010. Close to a year later, Modern Defense Enterprises has sent a team of experts to document and investigate the mysterious occurrences, which only escalate upon their arrival. Tensions rise as the team must decide how far they will go to unlock the mysteries of “Skinwalker Ranch.” The group debates whether the answers are worth risking their lives for, or if they should just call off the investigation and leave the ranch—that is, if leaving is actually an option…"
21469,Song 'e napule,2013,Missing,Missing,insufficient sample,3.0,Missing,Missing,Young musician becomes an undercover agent and is asked to join a neomelodic band in order to allow police to get their hands on an elusive camorra boss.
21471,Solkongen,2005,insufficient sample,1.0,Missing,Missing,Missing,Missing,"While changing the pipes in the tanningbeds at Golden Sun, Tommy meets the owner. A middleaged former Miss Fyn called Susse. Slowly an unusual love affair begins. Tommy's two friends Ole &amp; Flemming give him tips on how to give Golden Sun some masculine appeal. Susse just happens to have a sleazy lawyer that does not appreciate the new look."
21472,Batkid Begins,2015,Missing,Missing,Missing,Missing,Missing,Missing,"On November 15, 2013, the world came together to grant one 5-year-old leukemia patient his wish to be Batman for a day. ""Batkid Begins"" looks at why and how this phenomenon took place, becoming one of the biggest ""good news"" stories of all time."
21475,Looking For Lola,1997,insufficient sample,4.0,insufficient sample,4.0,Missing,Missing,"Looking for Lola is a comical look at the world of relationships and highlights just how far we will go to impress that special someone... Mike (Mark Kassen) has moved to L.A. with dreams of being a writer. In order to keep his parents satisfied, he lies to them, telling of his instant success and wealth as an author. Lola (Ara Celi) has dreams of being a dancer; however her illegal status in the country has left her looking after her sleazy boss' mansion. the hilarity begins after the two meet. Both weave an intricate set of lies, painting a picture of success and wealth, in an attempt to woo the other. However, when their parents decide to visit them in California, it becomes extremely challenging to keep the comical facade alive!"
21476,OceanWorld 3D,2009,Missing,Missing,Missing,Missing,Missing,Missing,A 3-D documentary chronicling a sea turtle's journey across the oceans.
21477,Quartier Lointain,2010,insufficient sample,5.0,insufficient sample,7.0,Missing,Missing,"Thomas, a father in his fifties, returns by chance to the town where he grew up. He collapses and wakes up forty years earlier in the body of his teenage self. Thrown back into his past, Thomas will not only have to re-live his first love, but also try to understand the reasons for his father’s mysterious departure. Can you change the past by living it again?"
21478,A Nymphoid Barbarian in Dinosaur Hell,1990,insufficient sample,3.0,Missing,Missing,Missing,Missing,"In a post-Armageddon world, a young woman finds herself in a fight for survival against mutant cavemen, dinosaurs and other prehistoric animals."
21480,Classmates,2015,Missing,Missing,Missing,Missing,Missing,Missing,Feel-good movie about a college life of couple of friends and the consequences of a turning point which changed the life of each one of them.
21481,Lokmanya: Ek Yug Purush,2015,Missing,Missing,Missing,Missing,Missing,Missing,"The film encompasses some of a lifetime span of the legend - ""Father of Indian Unrest"""
21482,Sandook,2015,Missing,Missing,Missing,Missing,Missing,Missing,Sandook is a Marathi movie starring Sumeet Raghvan and Bharagavi Chirmuley in lead roles. it is a satirical comic thriller set in pre independence era in a small town. The main protagonist Wamanrao Ashtaputre is a simple honest man who always dreams of getting rid of the British Raj. The film is filled with hilarious moments and one liners. Sandook is a complete family entertainer with a feel good factor throughout the story
21483,Baji,2015,Missing,Missing,Missing,Missing,Missing,Missing,It is an action-adventure-romance laced superhero vigilante film that transcends both folklore and present day. It is based on the legend of a man who took upon himself to protect the common man against oppression and injustice.
21484,Lai Bhaari,2014,Missing,Missing,Missing,Missing,Missing,Missing,"Sumitra travels to Pandharpur to find a ray of hope, after Sangram killed her husband and son and took over their business."
21485,Rege,2014,Missing,Missing,Missing,Missing,Missing,Missing,"A college teen named Rege slowly becomes engulfed in the criminal underworld when he crosses the path of a mysterious small-time gangster named ""M Bhai""."
21486,Poshter Boyz,2014,Missing,Missing,insufficient sample,1.0,Missing,Missing,"Poshter Boyz is a humorous take on a key social issue where three ordinary individuals of completely different age-groups find themselves brought together in an unwanted situation that has a serious negative effect on their well-settled happily progressing life. It revolves around an incident of three ordinary people who, to their surprise, find their pictures on a poster promoting vasectomy and how that error changes their lives around. Laced with a very interesting and well rounded music and background score, the film explores the journey of these three men through these trying times and their fight for justice."
21487,Duniyadari,2014,Missing,Missing,Missing,Missing,Missing,Missing,Duniyadari (Marathi: दुनियादारी) is a 2013 Marathi movie directed by Sanjay Jadhav. This movie is about journey of every individual which eventually makes one realize the true face of life. It has been acclaimed by Marathi audience. Critical reception of the film is positive.
21488,Premachi Goshta,2013,Missing,Missing,Missing,Missing,Missing,Missing,"Premachi Goshta (Marathi: प्रेमाची गोष्ट , meaning: Story of Love) is a 2013 Marathi language film directed by Satish Rajwade.  The story is all about LOVE and discovering that correct person in life who can become the life partner. It's a story of believing on the person in front, its like a leap of faith."
21489,Time Please,2013,Missing,Missing,Missing,Missing,Missing,Missing,"Personality differences, an old friend and a past flame poke holes in the way a husband and wife perceive their marriage."
21490,Zapatlela 2,2013,Missing,Missing,insufficient sample,1.0,Missing,Missing,"Tatya Vinchu comes back to life after 20 years, and now wants to migrate into the body of Lakshya's son."
21491,Prem Mhanje Prem Mhanje Prem Asta,2013,Missing,Missing,insufficient sample,4.0,Missing,Missing,"The film grapples with multiple issues, but primarily the changing nature of love and its impact on the twin institutions of marriage and family."
21492,Shikshanachya Aaicha Gho,2010,Missing,Missing,insufficient sample,3.0,Missing,Missing,"Shikshanacha Aaicha Gho is a 2010 Indian Marathi film directed by Mahesh Manjrekar starring Sachin Khedekar, Bharat Jadhav, Saksham Kulkarni, Gauri Vaidya, Siddharth Jadhav and Kranti Redkar. The film was released on 15 January 2010.[2] Films music composed by trio Ajit-Atul-Sameer. After Astitva with 9 years long gap Mahesh Manjrekar directed Marathi film.This film was later remade in Tamil &amp; Telugu as Dhoni and in Bengali as ""Chalo Paltai"" starring Prosenjit Chatterjee."
21493,Kshanbhar Vishranti,2010,Missing,Missing,insufficient sample,1.0,Missing,Missing,"In today's hectic world, what everyone really needs is a moment of respite."
21494,Agadbam,2010,Missing,Missing,insufficient sample,1.0,Missing,Missing,"The Devkule family comprises of various ""interesting"" characters. A visually impaired Grandmother, who doesn't want to accept her condition but always wears glasses and pretends that she can see everything, Raiba's father who is long dead, keep's making appearances to remind his wife about the promise he made his friend while he was alive. Paru alias Parvati Tai, who despite having proper sight, is a victim of blind faith. Apart from being a possessive mother she keeps arguing with her son regarding marriage. The jewel in the crown of Devkule family is Raiba, the most eligible bachelor; he is ready to tie the knot with any girl but his aspirations are very high. He wishes for a spacious house, a big car and a fat salary. What happens when he gets everything HUGE in life? The drama unfolds when Raiba's large dreams come true because of his father's promise."
21496,Be Dune Saade Char,2009,Missing,Missing,Missing,Missing,Missing,Missing,Bollywood 2009
21497,Gaiir,2009,Missing,Missing,Missing,Missing,Missing,Missing,Bollywood 2009
21498,Valu,2008,insufficient sample,1.0,Missing,Missing,Missing,Missing,A Forest officer send in a small village to catch a wild bull. He met different people and with help of them he tries to catch the Bull.
21500,Jatra: Hyalagaad Re Tyalagaad,2006,Missing,Missing,Missing,Missing,Missing,Missing,"Plotting to make some quick cash, conniving young Monya (Bharat Jadhav) targets the residents of a village caught in a feud with a neighboring community, but his plans are jeopardized when another youth who closely resembles him also arrives in town. As each boy is repeatedly mistaken for the other, they both must contend with the two villages' feverish rivalry over which will host a religious festival. Kedar Shinde directs this comedy."
21501,Hee Porgi Kunachi,2006,Missing,Missing,Missing,Missing,Missing,Missing,"Rejected and shunned by 35 prospective grooms as well as her very own family respectively, overweight Mumbai-based Sushila Sawant moves out, finds a job with Hindustan Bank and starts to live independently. When loneliness overtakes her, she visits Dr. Patki's dispensary, and through an unknown sperm donor, becomes pregnant; subsequently gives birth to a baby girl, Gauri and ensures she gets a good education. Years later, Gauri has blossomed into a beautiful young woman, and has fallen in love with wealthy Anand Deshmukh. Sushila finds out, disapproves at first, but relents when Gauri threatens to elope, and visits the Deshmukhs to fix this alliance. Things do not go as planned as the later refuse to give their permission as there is no male parent involved."
21502,Dombivali Fast,2006,Missing,Missing,Missing,Missing,Missing,Missing,"It is the story of a middle class bank employee, Madhav Apte, an ordinary, law-abiding and honest citizen who faces constant frustration with the injustice and corruption that pervades in all walks of his life. The film portrays Apte's mental breakdown as he reaches his breaking point, and his rampage as a vigilante across Mumbai to set things right."
21503,Dhadakebaaz,1990,Missing,Missing,insufficient sample,1.0,Missing,Missing,"Lakshya finds a bottle, which has Gangaram trapped in it who is his lookalike. He promises to make everything possible with the sand in the bottle, but once the sand is over he will be free to go."
21505,Shaitani Ilaaka,1990,Missing,Missing,insufficient sample,4.0,Missing,Missing,"An evil sorceress feeds the blood of new brides to a Shaitan, an ancient and fearsome demon."
21509,Jigar,1992,Missing,Missing,Missing,Missing,Missing,Missing,"When a gangster takes over the art of karate and causes unrest in a town, one man rises to fight against them."
21510,Jo Jeeta Wohi Sikandar,1992,insufficient sample,5.0,insufficient sample,6.0,Missing,Missing,Ramlal Sharma lives a poor life-style with two sons Ratanlal Sharma and Sanjaylal Sharma. Both sons attend Model School for the poorer folks. Rantanlal excels at everything he does including his studies and outdoor activities while Sanjaylal is a no good slacker who loves to enjoy himself with his friends and have everything done without any hard work. Both sons run a small café providing eatable
21512,Chamatkar,1992,Missing,Missing,Missing,Missing,Missing,Missing,"When Sunder loses everything, he seeks refuge in a graveyard, where he befriends a ghost."
21514,Hum Hain Rahi Pyar Ke,1993,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing,"Rahul Malhotra (Aamir Khan) is the manager of the heavily in debt family business. He is also the guardian of his dead sister's mischievous kids. Rahul hires Vaijayanti (Juhi Chawla) as governess. Vaijayanti is a runaway from home as she does not want to marry the man her orthodox family has chosen for her. Predictably, Rahul and Vaijayanti fall in love. Maya (Navneet Nishan), a rich girl in love with Rahul tries to ruin his family and his business, but all ends happily."
21515,King Uncle,1993,insufficient sample,4.0,insufficient sample,3.0,Missing,Missing,"Ashok Bansal has a traumatic childhood which teaches him that money matters most to people, even more than their kids. Ashok starts hating poor people & starts working hard to get out of poverty, at the expense of his own family. However, Ashok’s life changes forever when Munna enters his life."
21516,Khal Nayak,1993,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Ballu (Sanjay Dutt), a notorious, cunning, and unscrupulous criminal who's wanted by the police for a plethora of murders and thefts. Bright and ambitious Inspector Ram (Jackie Shroff) finally arrests him, only to have Ballu escape right under his nose. So Ram's lovely girlfriend Ganga (Madhuri Dixit) volunteers to go undercover, to trap Ballu and help restore Ram's reputation. Things get more complicated, however, when Ballu falls for her, and she finds that she isn't entirely immune to his charms."
21517,Waqt Hamara Hai,1993,insufficient sample,2.0,insufficient sample,3.0,Missing,Missing,"One-time rival collegians, Vikas Sabkuchwala and Sunil, are now friends and in love with sisters Ayesha and Mamta Vidrohi, who they would like to marry. But their politician father wants a size-able dowry as well as well-placed sons-in-laws, and refuses to have to do anything with them. The foursome get together and arrange the fake kidnapping of the sisters so as to extort a large sum of money from Vidrohi. Things go completely out of control and awry, when Vikas and Sunil find out that the kidnapping has taken place - not by them - but by notorious international terrorist and seemingly invincible Colonel Chikara."
21518,Meet the Patels,2015,insufficient sample,1.0,insufficient sample,2.0,Missing,Missing,"Finding love is never easy. For Ravi Patel, a first generation Indian-American, the odds are slim. His ideal bride is beautiful, smart, funny, family-oriented, kind and—in keeping with tradition—Indian (though hopefully raised in the US). Oh, and her last name should be Patel because in India, Patels usually marry other Patels. And so at 30, Ravi decides to break up with his American girlfriend (the one who by all accounts is perfect for him except for her red hair and American name) and embark on a worldwide search for another Patel longing to be loved. He enlists the help of his matchmaker mother, attends a convention of Patels living in the US and travels to wedding season in India. Witty, honest and heartfelt, this comedy explores the questions with which we all struggle: What is love? What is happiness? And how in the world do we go about finding them?"
21519,Noi e la Giulia,2015,insufficient sample,2.0,insufficient sample,5.0,Missing,Missing,Four losers join forces to refurbish an abandoned farm and turn it into a B&B in a mafia-ridden area.
21520,Natale in crociera,2007,insufficient sample,1.0,insufficient sample,8.0,Missing,Missing,
21521,Blue Mountain State: The Rise of Thadland,2016,insufficient sample,5.0,Missing,Missing,Missing,Missing,"With Blue Mountain State football star Thad Castle recently signing a multi-million dollar NFL contract, his teammates and college life seem like a distant memory. However, when a new school dean threatens to clean up the BMS image by auctioning off the infamous Goat House, Alex, Sammy and the boys must find a way to convince him to get involved. Despite his new fortune and fame, there is one small favor that Thad needs done before he saves the day: the biggest booze-and-sloot fest in BMS history. Welcome to Thadland!"
21522,Bare,2015,insufficient sample,2.0,0.7272727272727273,11.0,Missing,Missing,A young woman's friendship with a drug-dealing drifter evolves into a lesbian romance.
21523,Septic Man,2013,insufficient sample,3.0,insufficient sample,4.0,Missing,Missing,"A sewage worker gets trapped inside a septic tank during a water contamination crisis and undergoes a hideous transformation. To escape, he must team up with a docile Giant and confront the murdering madman known as Lord Auch."
21524,Suhaag,1994,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Collegian Ajay Sharma was born on 2nd April 1968 and lives in Bombay with his widowed mom, Asha. He is friendly with fellow-collegian, the wealthy Raj Sinha, and both often end up getting beat-up by goons and Madhu (Raj's girlfriend) respectively. After they graduate from college, Raj's maternal uncle asks Ajay to bring his birth certificate so that he could make his passport and find work for him in a department store in Canada. Ajay goes home to look for his birth certificate, but is unable to locate. His mother makes a show of helping him, but instead tears a document and tosses it outside. Ajay puts the document together and finds out that his real name is Ajay Malhotra, his father, Dr. Ravi Malhotra, is still alive, serving a life sentence in prison for killing and stealing a patient's organs. Ajay questions his mother and finds out that his dad was framed by the hospital owner, Rai Bahadur. He and Asha meet Ravi in prison and swear to avenge his humiliation."
21525,Krantiveer,1994,insufficient sample,2.0,0.23076923076923078,13.0,Missing,Missing,"Lack-lustred and alcoholic Pratap Narayan Tilak is given a rude awakening when he meets with journalist Megha Dixit, and decides to instill some sense of justice and fair play within his community, and get them to assertively defend their rights and freedom. He is met with strong resistance, both from within his very own community, the police, and some very powerful and influential politicians. Unable to bear the injustice, and frustrated at his community to act proactively, Pratap decides to take the law into his own hands, resulting in chaos, violence, and uncertainty for everyone, and a path to his own grave."
21526,Gopi Kishan,1994,Missing,Missing,Missing,Missing,Missing,Missing,"Film starring Sunil Shetty, Karisma Kapoor and Shilpa Shirodkar"
21527,Baazi,1995,insufficient sample,2.0,insufficient sample,8.0,Missing,Missing,A tough and honest police officer wages a one-man war against terrorists and a corrupt politician who have planned to assassinate the chief minister of the state.
21528,Barsaat,1995,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Badal (Bobby Deol) is a naive but intelligent young man who comes from a small village to the big city. He is introduced to city life by Damru (Harish Patel) who now calls himself Danny. When Badal attends college, he meets with pretty and percocious, Tina Oberoi (Twinkle Khanna), and after a few misunderstanding and misadventures..."
21529,Takkar,1995,Missing,Missing,Missing,Missing,Missing,Missing,A convict studies law in prison and becomes a lawyer to seek revenge against the corrupt police officer who framed him on the very day of his marriage.
21530,Sapoot,1996,Missing,Missing,insufficient sample,8.0,Missing,Missing,"Film starring Akshay Kumar, Sunil Shetty and Karisma Kapoor"
21531,Khamoshi: The Musical,1996,insufficient sample,4.0,Missing,Missing,Missing,Missing,The daughter of deaf-mute parents seeks their understanding when she discovers a love for music.
21532,Loafer,1996,insufficient sample,1.0,insufficient sample,9.0,Missing,Missing,"Ravi Kumar is clearly the black sheep of the Kumar family, and has been so for years. He is unemployed, uncouth, and gets into fist fights and trouble all the time. And then a man is killed, and the evidence points towards Ravi, he gets arrested. Although there were witnesses to this murder, no one comes forward to testify in favor of Ravi. The Kumar family are aware of Ravi's innocence, but watch helplessly as Ravi awaits his sentence, which may send him to the gallows, as now only a miracle can save Ravi. Written by rAjOo"
21533,Raja Hindustani,1996,insufficient sample,5.0,insufficient sample,9.0,Missing,Missing,"This is a story of a handsome young taxi driver, Raja, who falls in love with a beautiful rich girl, Aarti. Despite her family's disapproval Aarti marries Raja and goes to live with him in his village. Aarti's stepmother, uncle and cousin weave a web of deception to split them apart. Will Aarti realize that her stepmother is deceiving her? Will Raja and Aarti ever get back together?"
21535,Agni Sakshi,1996,Missing,Missing,Missing,Missing,Missing,Missing,"Suraj Kapoor is a single, wealthy young man. One day he meets Shubangi, and they fall in love. Shortly thereafter they marry and settle down to enjoy a harmonious married life. During their stay at a hotel, the couple are approached by a man who claims that Shubangi is his wife and her real name is Madhu. Suraj and Shubangi are shocked and ask him to leave, which he does. Then the guy rings up Suraj one night and asks him to come to his room. When Suraj comes the guy tells him that his name is Vishwanath."
21536,Ghatak: Lethal,1996,Missing,Missing,insufficient sample,10.0,Missing,Missing,A small town in Bombay is brutally subdued by a notorious gangster named Katya and his brothers.
21537,Chachi 420,1997,insufficient sample,6.0,Missing,Missing,Missing,Missing,"Wealthy Janki falls in love with poor Jaiprakash, much to the displeasure of her parents, and ends up getting married, and living with her husband. She subsequently gives birth to a daughter. Differences surface between the couple, and Janki leaves Jaiprakash and moves back in with her parents. Jaiprakash wants to see his daughter, but is prevented by Durgaprasad, Janki's dad, so he assumes the guise of a woman, calls himself Laxmi, and starts working as a nanny for his daughter. Complications arise when Durgaprasad gets attracted to Laxmi and wants to marry 'her'."
21538,Dil To Pagal Hai,1997,insufficient sample,8.0,Missing,Missing,Missing,Missing,"Rahul is a dancer and the director of a dance troupe. His best friend Nisha, who is a member of his troupe, is secretly in love with him. But he gets attracted to Pooja, who is engaged to Ajay."
21541,Gupt: The Hidden Truth,1997,Missing,Missing,0.13333333333333333,15.0,Missing,Missing,"When Governor Jaisingh Sinha is murdered, the needle of suspicion points towards his estranged son Sahil who has been fighting with his father over the girl he had chosen for him to marry. Sahil is in love with Isha but the governor wanted him to marry Sheetal. Now Sahil must prove his innocence and find out who the killer is."
21542,Daud,1997,insufficient sample,4.0,insufficient sample,5.0,Missing,Missing,A notorious gangster asks a career thief by the name of Nandu to steal a package worth over one crore rupees for a fee.
21543,Aflatoon,1997,Missing,Missing,Missing,Missing,Missing,Missing,"Mistakenly appointed as a college professor, happy-go-lucky Raja finds the rich girl of his dreams - but must confront a look-alike con man named Rocky to win her father's approval. The plot thickens when Raja pretends to be Rocky, and Rocky pretends to be Raja. But both does not know that this mistake will engulf them for years to come"
21544,Bade Miyan Chote Miyan,1998,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Fellow Police Inspectors Arjun and Pyare work in the same Police Station in Mumbai, India. Although they work together, they have an unhealthy rivalry between them - leading to considerable acrimony and inefficiency. Then things get worse when a series of crimes and robberies take place - with witnesses coming forward and identifying them as the culprits..."
21546,Pyaar Kiya To Darna Kya,1998,insufficient sample,5.0,insufficient sample,4.0,Missing,Missing,"A wealthy collegian falls in love with an heir apparent, but her domineering cousin orders her to end the affair."
21547,Soldier,1998,insufficient sample,3.0,0.23076923076923078,13.0,Missing,Missing,"Sergeant Todd is a veteran soldier for an elite group of the armed forces. After being defeated by a new breed of genetically engineered soldiers, he is dumped on a waste planet and left for dead. He soon interacts with a group of crash survivors who lead out a peaceful existence. The peace is broken as the new soldiers land on the planet to eliminate the colony, which Sergeant Todd must defend."
21548,Sharpe's Company,1994,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Spain 1812 The Duke of Wellington plans to lay siege to Badajoz. A murderous figure from Sharpe's past uses a beautiful woman revenge himself on Sharpe, now the father of her child. Sharpe has reason to be happy, he holds his daughter for the first time and is given command of the Light Company again, together with his captaincy. But will his happiness be short lived?"
21549,O futebol,2016,Missing,Missing,Missing,Missing,Missing,Missing,"Sergio and his father, Simão, haven’t seen each other for over 20 years. On the eve of the 2014 World Cup, Sergio returns to his hometown, São Paulo, hoping to watch the games with Simão, as they used to when he was a kid. It seems to be a perfect plan for a father-son reunion: a whole month together, their schedule based on the World Cup calendar. But as the days go by, their relationship starts to wander into unknown territory and their pact to watch the entire tournament together turns into a dangerous ritual…"
21550,The Last House on Cemetery Lane,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Screenwriter John Davies has grown tired of living in London and moves to an old manor house in a sleepy West Wales village to get out of the rat race. At first he enjoys himself, embracing the quieter pace of life and starting a relationship with his beautiful neighbour Cassie Konrad. But strange, unexplained occurrences begin to occur in the manor house. John discovers he is surrounded by a supernatural presence and begins to research the house's past, discovering secrets more terrible than he ever imagined. It is now up to John to right the injustices of the past and finally lay to rest the spirits which haunt the Last House on Cemetery Lane."
21551,Krampus: The Reckoning,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Zoe, a strange child has a not so imaginary friend the Krampus who is the dark companion of St. Nicholas."
21552,Isdraken,2012,Missing,Missing,Missing,Missing,Missing,Missing,"An adventure about Mick, aged 11, and his quest for a new home. Mick runs away on an ice dragon, owns a cat factory, befriends brothers Bengt and Bertil, falls in love for the first time and eventually finds his way home."
21553,11 Minut,2015,insufficient sample,3.0,Missing,Missing,Missing,Missing,The lives of urbanites intertwine in a world where anything can happen at any time.
21554,When the Iron Bird Flies,2012,Missing,Missing,Missing,Missing,Missing,Missing,"WHEN THE IRON BIRD FLIES takes us on an up-close and personal journey, exploring the complex interactions between contemporary Tibetan Buddhism and western culture. The film goes in-depth to portray the experiences and insights of both teachers and practitioners in the US and around the world. Along the way, it illuminates the wide ranging dialogs taking place between Buddhist teachings and science, psychology, gender theory and the arts. The film creates a vivid and entertaining portrait of the world of Tibetan Buddhism, as it is manifesting in the West and asks the vital question - 'In these increasingly chaotic modern times, can these age old teachings help us to find genuine happiness and create a saner, more compassionate 21st century world?'"
21556,Apenas o Fim,2008,Missing,Missing,insufficient sample,1.0,Missing,Missing,"Girl is decided to leave her boyfriend and to runaway to an unknown place. Before she leaves, she decides to meet up with him, but they have only one hour to make a very funny balance of their lives."
21557,"Jinxy Jenkins, Lucky Lou",2014,Missing,Missing,Missing,Missing,Missing,Missing,"When the chaotically misfortunate Jenkins and the monotonously lucky Lou run into each other one morning, they find a thrilling and fulfilling change of pace as they hurtle down the hills of San Francisco in an ice cream cart."
21558,Princes et princesses,2000,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing,"In this episodic animated fantasy from France, an art teacher interprets a series of six fairy tales (each involving a prince or princess) with the help of two precocious students. Princes et Princesses was created using a special style of cutout animation, with black silhouetted characters performing the action against backlit backdrops in striking colors."
21559,The Hallow,2015,Missing,Missing,insufficient sample,4.0,Missing,Missing,A family who moved into a remote mill house in Ireland finds themselves in a fight for survival with demonic creatures living in the woods.
21562,This Changes Everything,2015,Missing,Missing,insufficient sample,1.0,Missing,Missing,"Based on Naomi Klein's book This Changes Everything: Capitalism vs. the Climate, a look at how people in various communities around the world play a role in the ongoing climate change debate and how they're affecting change in trying to prevent the environmental destruction of our planet."
21563,Strella,2009,Missing,Missing,Missing,Missing,Missing,Missing,"George is released from prison after 14 years of incarceration for a murder he committed in his small Greek village. He spends his first night out in a cheap downtown hotel in Athens. There he meets Strella, a young transsexual prostitute. They spend the night together and soon they fall in love. But the past is catching up with George. With Strella on his side he will have to find a new way out."
21564,Sharpe's Enemy,1994,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Portugal 1813. A band of deserters, including Sharpe's old enemy, Obadiah Hakeswill, have captured two women, one the wife of a high-ranking English officer, and are holding them hostage for ransom. Sharpe is given the 60th Rifles and a Rocket troop, as well as his majority to rescue the women. But while Sharpe may be able to deal with his old enemy, he has yet to face a newer threat, the French Major Duclos."
21565,Sans laisser de traces,2010,insufficient sample,2.0,insufficient sample,7.0,Missing,Missing,"Étienne Meunier (Benoît Magimel) is a young executive who has everything going for him. His career is skyrocketing and he is about to become #1 at work, he is married to a picture-perfect wife, has a dream home and money. To top it off, he's charming, healthy and everyone likes him and seems to consider him ""a great guy"". But beneath the surface, not everything is perfect. Meunier feels some pressure at work, knowing others eye his future position and he and his wife have been unable to have children so far. One day, Meunier bumps into a childhood friend, Patrick Chambon (François-Xavier Demaison) and the two resume their friendship, despite Chambon having struggled as a petty criminal."
21568,Sem Pena,2014,Missing,Missing,Missing,Missing,Missing,Missing,"There is no place in the world where the prison population grows as fast as in Brazil, a country that have the fourth largest population of inmates in globe. Sentence on Trial dives deep into the hellish everyday life of the Brazilian prisons to expose how moroseness, prejudice and the culture of fear amplify violence and the social abyss of the country."
