,title,year,crew_pct_women,crew_n,cast_pct_women,cast_n,bechdel_score,bechdel_desc,synopsis
23356,"Si je t'aime, prends garde Ã  toi",1998,Missing,Missing,insufficient sample,5.0,Missing,Missing,"Muriel, a writer nearing 50 whose older lover won't live with her in Paris, meets a man on a train - Samuel, an Arab. He's attracted to her and pursues her, dropping in, asserting himself. She's willing to connect. He's passionate, then boorish, then jealous and possessive. He seems fixed on ""Who's the strongest?,"" while she wants respect and trust. She's self-possessed as well as sexually charged, willing to laugh, and alternately firm and forgiving. He has little money, no immigration papers, few prospects, and a gambling jag. What does each want, and why does she stick with it? Is this colonial strife, war between the sexes, or a love story?"
23359,The Foot Shooting Party,1994,insufficient sample,1.0,insufficient sample,6.0,Missing,Missing,"The lead singer of a band gets drafted for war in Vietnam. So as not to break up the band, he decides to shoot his own foot."
23360,Sunny in the Dark,2015,Missing,Missing,insufficient sample,6.0,Missing,Missing,A reclusive family therapist craving the solitude of an exclusive downtown loft doesn't realize that he's not the only person living in the same space.
23361,Chronic,2015,insufficient sample,4.0,Missing,Missing,Missing,Missing,"David is a nurse who works with terminally ill patients. Dedicated to his profession, he develops strong relationships people he cares for. But outside of work, it's a different story altogether."
23362,Maledimiele,2012,Missing,Missing,Missing,Missing,Missing,Missing,"Maledimiele tells the story of Sara, a teenage girl who sinks – slowly but inevitably – into the abyss of anorexia."
23364,Tishe!,2003,Missing,Missing,Missing,Missing,Missing,Missing,"The director films the street where he lives in St. Petersburg, for a whole year, documenting the changes caused by the celebration of its 300th anniversary."
23366,Tussenland,2002,Missing,Missing,Missing,Missing,Missing,Missing,"In Tussenland kruisen de paden van twee 'ontheemden': de illegaal in Nederland verblijvende jonge Soedanees Majok en de bejaarde, in zichzelf gekeerde oud-militair Jakob. Ondanks de onderlinge verschillen herkennen zij zichzelf in elkaar. Beiden dragen hun verleden als een last met zich mee. Jakob lijdt onder het verlies van zijn vrouw en is nooit in het reine gekomen met zijn oorlogservaringen in Nederlands Indië. Majok draagt de last van de 'vergeten oorlog' in zijn vaderland en de heimwee naar zijn geboortedorp dat hij is ontvlucht. Uit hun ontmoeting putten ze de kracht om afscheid te nemen van hun verleden, zodat hun onverwachte vriendschap weer zicht geeft op een toekomst."
23367,Ubitye molniey,2002,insufficient sample,2.0,Missing,Missing,Missing,Missing,"An anthropologist investigates the origins of human evolution. She had suffered a mental trauma during her childhood when her father, a submarine captain, died during the war. This trauma periodically destabilizes her condition. The ghosts of a prehistoric past and a violent death collide in the subconsciousness of the scientist to give birth to an unexpected theory of the origins of human beings."
23368,Uttara,2000,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing,"In the pastoral expanse of rural Bengal, in Purulia district, single railroad workers and best friends Balaram (Shankar Chakraborty) and Nemai (Tapas Pal) spend their days wrestling on a hill with little work to speak of because the fact that their flag station has only a couple of trains to be flagged off or signalled to.  Wrestling, however, despite its aggression and physical combat, turns into an expression of close bonding for Nimai and Balaram, a bond already established through their complementary work at the flag station. Wrestling, for them, is a way of releasing physical energy and a form of dynamic entertainment."
23369,Verano de Goliat,2011,Missing,Missing,Missing,Missing,Missing,Missing,"Summer of Goliath is a documentary/fiction hybrid that narrates various stories of the people of the town of Huilotepec in rural Mexico. Teresa's husband has disappeared and she believes he has left her for another woman. Gabino, her son, is a soldier who searches cars at the side of a country road, where very few cars pass by. He hopes one day him and Alberto, his soldier partner, will get machine guns to further intimidate the people driving by. Amalio, Nico, and Oscar are three brothers whose stories we learn through a series of interviews and reenactments. Their father left them many years ago, and their mother can barely support them. Oscar has gained the nickname Goliath after the mysterious death of his girlfriend."
23370,Verboden te zuchten,2001,Missing,Missing,Missing,Missing,Missing,Missing,"Writer Joris (the author's alter-ego) has packed in his job and left his routine. He wanders through Brussels, pretending to be in other places and as far as we can verify lying to everyone. He stays in a dead-beat motel and meets other absurd people, never to any actual end. Will it be different when he meets Luzie and falls in love?"
23371,Verfolgt,2006,Missing,Missing,insufficient sample,4.0,Missing,Missing,"Deals with the obsessive relationship between a confused teenager and an elder woman. Elsa Seifert successfully works as probation officer, but the relationship to her longtime companion is in trouble since their common daughter moved out. Then she gets to know Jan, a 16-years-old offender, who frankly offers to submit himself sexually to her. Although being shocked in the beginning, Elsa gets more and more attracted by the young man"
23376,Lupaus,2005,Missing,Missing,insufficient sample,3.0,Missing,Missing,The film tells about members of Finnish women's Lotta Service during the Second World War through the eyes of three young women.
23377,Takaisin pintaan,2016,insufficient sample,1.0,Missing,Missing,Missing,Missing,"After a terrible accident deep inside an underwater cave, the survivors are forced to risk their own lives to bring the bodies of their friends home."
23379,Future War,1997,0.2,15.0,Missing,Missing,Missing,Missing,A runaway human slave from Earth's future escapes to the present day.
23380,War Within the Walls,2015,Missing,Missing,Missing,Missing,Missing,Missing,A man disabled by Agent Orange dares to dream.
23381,Shok,2015,Missing,Missing,Missing,Missing,Missing,Missing,The friendship of two boys is tested to its limits as they battle for survival during the Kosovo war.
23382,Historia de un oso,2014,Missing,Missing,Missing,Missing,Missing,Missing,"An old bear goes out every day to a busy street corner. Through a tin marionette theater of his own making, the bear will tell us his life story."
23384,Hellions,2015,insufficient sample,7.0,insufficient sample,6.0,Missing,Missing,A teen faces a night of terror when three malevolent trick-or-treaters come knocking at her door.
23385,Il mio domani,2011,Missing,Missing,insufficient sample,2.0,Missing,Missing,
23387,No Smoking,2007,insufficient sample,6.0,insufficient sample,3.0,Missing,Missing,A heavily addicted smoker  is unprepared for the true price he must pay when he asks a guru's help to kick the habit.
23388,Dil Dosti Etc,2007,Missing,Missing,Missing,Missing,Missing,Missing,"Two college boys from diverse backgrounds believe that since time is on their side, anything is possible. Consequently, their arrogance leads them to challenge each other to prove their efficiencies."
23389,Dus Kahaniyaan,2007,insufficient sample,1.0,Missing,Missing,Missing,Missing,"An anthology of ten short films dealing with diverse subjects such as infidelity, companionship, lust and a spectrum of human emotions."
23390,The Train: Some Lines Shoulder Never Be Crossed...,2007,Missing,Missing,insufficient sample,1.0,Missing,Missing,"When two married business executives having an affair are blackmailed by a violent criminal, the two must turn the tables on him to save their families."
23391,Awarapan,2007,insufficient sample,1.0,insufficient sample,2.0,Missing,Missing,A gangster is torn between love and loyalty and he must review his choice to whom he has to choose.
23394,MP3: Mera Pehla Pehla Pyaar,2007,Missing,Missing,Missing,Missing,Missing,Missing,"Delhi-based Rohan Sood lives a wealthy lifestyle along with his businessman dad, Shekhar, and mom, Renu. He attends St. Lawrence High School and is friendly with Vasu, Sudhir and Javed, and together the friends land in hot water virtually everyday. Then everything changes when he first sets eyes on heart-achingly beautiful new student.."
23397,Jaane Tu... Ya Jaane Na,2008,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Jaane Tu... Ya Jaane Na (translation: Whether you know... or not) is a 2008 Indian romantic comedy film, written and directed by Abbas Tyrewala. The film stars Imran Khan and Genelia D'Souza in pivotal roles.  Produced by Mansoor Khan, Aamir Khan, it marks the directional debut of Abbas Tyrewala, the debut of Imran Khan (Aamir Khan's nephew) and Prateik Babbar as actors, and the re-appearance of D'Souza in Hindi cinema. Released on 4 July 2008, the film received positive reviews, and went on to become a Super Hit at the box office.  The music is by A. R. Rahman."
23398,Bachna Ae Haseeno,2008,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Raj is a heartbreaker. His love stories with Mahi, Radhika and Gayatri finally teach him about love and life in their own sweet, sexy and sassy way."
23400,Dostana,2008,insufficient sample,2.0,Missing,Missing,Missing,Missing,Two straight guys who pretend to be a gay couple to secure a posh Miami apartment fall for their gorgeous roommate. Hilarity ensures as Kunal and Sameer strive to convince everyone they are gay while secretly trying to win Neha's heart.
23401,Krazzy 4,2008,Missing,Missing,insufficient sample,10.0,Missing,Missing,"A psychiatrist spends the majority of his time treating four patients, but he becomes so involved in their lives that his wife attempts to get rid of them."
23403,Halla Bol,2008,insufficient sample,3.0,Missing,Missing,Missing,Missing,Ashfaque (Ajay Devgan) is a small town boy aspiring to be a film star in the Hindi film industry. He joins a street theatre group run by a reformed dacoit Sidhu (Pankaj Kapur) who uses street theatre as a medium to bring about an awakening in the masses. Ashfaque struggles to give a creative vent to the actor in him in order to realize his dreams.
23404,Maharathi,2008,Missing,Missing,insufficient sample,4.0,Missing,Missing,"The caption of the movie says, ""How would you murder a man who has already committed suicide"". The story revolves around 6 characters a one time famous film director, his wife (a one time actor in his films), a chauffeur, a confidante lawyer, a caretaker and an ACP all trying to outwit each other. At stake is a life insurance policy worth Rs. 24 crores."
23405,Golmaal Returns,2008,insufficient sample,5.0,Missing,Missing,Missing,Missing,"Golmaal Returns, the much-awaited follow-up to the uproariously comical smash-hit Golmaal, arrives with a renewed star power, chartbusting music and more laughter than ever before!"
23409,Dubina dva,2016,insufficient sample,2.0,Missing,Missing,Missing,Missing,"1999: While NATO was bombing Yugoslavia, a truck containing 53 dead bodies plunged into the Danube near the border with Romania. No enquiries were carried out. Previously, in Suva Reka, Kosovo: Serbian police herd villagers together. A woman experiences terrible things, bodies disappear into remote mass graves. People as little more than mere matter."
23410,Hotel Dallas,2016,Missing,Missing,Missing,Missing,Missing,Missing,"In communist Romania in the 1980s the population collectively watches ""Dallas"", their only window into capitalism. Inspired by the US TV show, a young woman decides to emigrate to America. ""Hotel Dallas"" mixes documentary scenes with staged and experimental sequences."
23411,Tashan,2008,Missing,Missing,insufficient sample,7.0,Missing,Missing,"Jeetendra Kumar Makwana is employed full-time at a Call Center and works part-time teaching English. He is recruited by an attractive young woman, Pooja, to teach her Hinglish-speaking boss, Bhaiyaji, English. Jeetendra agrees to do so, falls in love with Pooja, and joins forces with her to steal a bag containing 25 Crore Rupees in cash. He will soon find out that Bhaiyaji is a hoodlum and extortionist known to the Police as Lakhan Singh."
23413,Phoonk,2008,Missing,Missing,Missing,Missing,Missing,Missing,"A realtor fires one of his co-workers and out of spite, the co-worker and his wife does black magic on his daughter. Being an atheist, he shuns his mother and wife's theories on the supernatural and relies on a doctor for his daughter's treatment."
23414,EMI: Liya Hai To Chukana Padega,2008,Missing,Missing,insufficient sample,4.0,Missing,Missing,"(Extension: Easy Monthly Installment - Liya Hai Toh Chukana Padega!) is a 2008 Bollywood social film directed by Saurabh Kabra and starring Malaika Arora, Sanjay Dutt, Urmila Matondkar and lots more. The film released on November 7, 2008."
23415,Karzzzz,2008,Missing,Missing,Missing,Missing,Missing,Missing,"Singer/Dancer Monty Oberoi meets and falls in love with Tina. He then starts hallucinating and having visions of an unknown place. His doctors advise him to take a break and he decides to travel to Kenya, where Tina resides with her uncle, Kabira, and guardian, Kamini. Monty experiences more incidents and feels as if he has been here before, while Tina notices that he appears to be more attracted to Kamini than herself. Neither are aware that Monty will soon be entrapped in a plot that will result in his sudden death."
23416,Y.M.I. - Yeh Mera India,2009,Missing,Missing,insufficient sample,2.0,Missing,Missing,"Every night we go home & turn on the news,to find headlines full of atrocities & we wonder how this world keeps moving in spite of so much multi-layered bias which is the root cause of all this. YMI is an attempt to explore the truth behind these headlines. These stories deal with racial,communal,caste,gender,lingual & immigrant bias that plaque the today's society and the outcome... Startling!!!!"
23417,Sin hijos,2015,Missing,Missing,insufficient sample,1.0,Missing,Missing,
23419,Mammal,2016,insufficient sample,2.0,Missing,Missing,Missing,Missing,"After Margaret, a divorcée living in Dublin, loses her teenage son, she develops an unorthodox relationship with Joe, a homeless youth. Their tentative trust is threatened by his involvement with a violent gang and the escalation of her ex-husband's grieving rage."
23420,Scenes from the Suburbs,2011,Missing,Missing,Missing,Missing,Missing,Missing,A resident of a suburban dystopia tries to reassemble his fragmented memories of life as a teen.
23424,Beperkt houdbaar,2007,Missing,Missing,Missing,Missing,Missing,Missing,"Many women are confronted with a young, slim and tight beauty ideal and worry a great deal if they can't live up to that image. Sunny Bergman asks in whose interest it is for her and other women to have these concerns, what's at stake, what's to gain and what's to lose. In this film, Bergman looks for the cause, the effects, and possible solutions for the Western preoccupation with our image."
23425,Die blaue Grenze,2005,Missing,Missing,insufficient sample,6.0,Missing,Missing,Two very different love stories cross each other in warm and magical way. A humanistic and yet mysterious film about love and death near the German/Danish border.
23426,Bloody Cartoons,2007,Missing,Missing,Missing,Missing,Missing,Missing,"Bloody Cartoons is a documentary about how and why 12 drawings in a Danish provincial paper could whirl a small country into a confrontation with Muslims all over the world. He asks whether respect for Islam combined with the heated response to the cartoons is now leading us towards self-censorship. How tolerant should we be, he wonders, of the intolerant. And what limits should there be, if any, to freedom of speech in a democracy."
23429,O Diabo a Quatro,2005,Missing,Missing,insufficient sample,3.0,Missing,Missing,"Four people with different values and standards meet in the urban chaos of Copacabana. Rita and Waldick come from the country, and befriend two Rio de Janeiro native guys, upon arrival: the playboy and surfer Paulo Roberto and a pimp called Tim. Written by lukejoplin@infolink.com.br"
23431,Dreng,2011,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing,18-year old Christian has just graduated from high school. At his summer job he is seduced by the 36-year old single mother Sanne. Soon he is drawn into a world of sensuality and his acquaintance with Sanne turns into an intense love affair which forces Christian to deal with his newly discovered sides.
23432,Eilandgasten,2005,Missing,Missing,insufficient sample,4.0,Missing,Missing,"""If only these walls could speak and tell us their stories""  Based on the same name novel by Vonne van der Meer, the movie is set on the Dutch island Vlieland, telling the diverse stories of the people visiting cottage Duinroos (Dune rose) over the course of the summer.  Against the background of the idyllic nature, the individual stories of the guests develop as their relational perils and personal moments of love, desire, loss and trust show the world as it is. Without knowing, and almost imperceptibly, the visitors' lives intertwine and join into one story."
23433,Eri Eri rema sabakutani,2005,Missing,Missing,insufficient sample,3.0,Missing,Missing,"A.D. 2015: A virus has been spreading in many cities worldwide. It is a suicidal disease and the virus is infected by pictures. People, once infected, come down with the disease, which leads to death. They have no way of fighting against this infection filled with fear and despair. The media calls the disease ""the Lemming Syndrome""."
23434,Eve's Christmas,2004,Missing,Missing,insufficient sample,3.0,Missing,Missing,A wealthy and successful career woman gets a second chance in life when a magical wish transports her back in time eight years to when she walked away from her fiance to lead a business life in New York.
23436,La fiebre del loco,2001,insufficient sample,2.0,Missing,Missing,Missing,Missing,"When the Chilean officials lift the ban on harvesting the shellfish ""el loco"" (which purportedly is an aphrodisiac) in the seaside village of Puerto Gala greed and lust take hold. Greed is embodied by Carlos Maldonato, ""El Canuto,"" who attempts to buy all of the shellfish for a Japanese company, and by a traveling band of prostitutes that accompany the influx of fishermen. El Canuto also wrangles to get into good stead with an old flame, Sonia, who is now the proprietor of ""La Pincoya,"" a local restaurant. But ""el loco"" proves more effective, and more damaging, than anyone could have guessed."
23437,Flipping Out - Israel's Drug Generation,2008,Missing,Missing,Missing,Missing,Missing,Missing,"Military service in Israel is compulsive for all able-bodied Jewish men and women. Once their years of service is up they are granted a bonus which many use to travel to India to wind down and recover from their experiences. About 90% of them will use drugs during their travels and every year about two thousand of them will require professional help to recover from this drug use. The extreme psychotic break these people experience is commonly referred to as ""flipping out""."
23438,De Gulle Minnaar,1990,Missing,Missing,insufficient sample,1.0,Missing,Missing,
23440,Mariages !,2004,Missing,Missing,insufficient sample,6.0,Missing,Missing,"Ils ont 25 ans et se marient aujourd'hui.Ils ont 35 ans, se sont unis il y a dix ans et se déchirent aujourd'hui.Ils ont 45 ans, se sont déchirés il y a dix ans et tentent aujourd'hui de se réconcilier..."
23444,Pokiri,2006,insufficient sample,3.0,Missing,Missing,Missing,Missing,"Pandu (Mahesh Babu) is a ruthless mafia man who kills anybody for money. He falls in love with Sruthi (Ileana) at the very first sight. Sruthi too loves Pandu, but hesitates to confess her love to him as he is a reckless criminal. Though a goon, Pandu has certain rigid principles that leads for an enmity with Ali (Prakash Raj) - the biggest mafia don in the town. The rest of the story is all about how he settles score with Ali."
23445,Khaleja,2010,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing,"The story revolves around a remote village in Andhra Pradesh plagued by a strange disease killing a lot of people. The soothsayer of the village predicts that God would come to their village for rescue. Meanwhile, Raju (Mahesh Babu) a cab driver in Hyderabad goes to Rajasthan to handover an insurance cheque to a man's family who dies in his car. In a strange situation, Raju meets a man from the village and gets to know about their problem. Soon Raju realizes he is none other than the God-sent, the soothsayer predicted, and the rest of the story is all about how Raju takes up the responsibility to rescue the village from the clutches of evil."
23448,Murari,2001,Missing,Missing,insufficient sample,2.0,Missing,Missing,"Circa 1800's a Jamindar (Prakash Raj) insults Durga Devi by stealing her idol in the temple in a state of intoxication.An enraged Devi kills him and puts a curse on his heirs that she is going to take one family member each every 48 years. And one male heir dies accidentally at the end of every 48 years. And the present year denotes end of another 48 years and now it's the turn of Murari (Mahesh Babu). In another village, there lives Vasundhara (Sonali Bendre). She too lives with a big combined family.Both the families of Murari and Vasundhara are releated by blood, but separated due to the family feuds.They both fall in love and these both families makes the formal arrangement of marriage. But once his grandmother, who returns from her Teerdha Yatra, upon being informed by the family poojari that Murari is the one who would be subjected to death by Devi this year, refuses for the marriage."
23449,Time Runner,1993,Missing,Missing,insufficient sample,3.0,Missing,Missing,"During the alien invasion of 2022, one man flees through a wormhole to 1992, where attempt after attempt is made to catch and kill him."
23450,Jalsa,2008,Missing,Missing,Missing,Missing,Missing,Missing,"Sanjay (Pawan Kalyan) falls in love with Indu (Kamalini Mukherjee). Her father Rammohan Reddy (Prakash Raj) doesnt approve of it & she is married to someone else. Later, Bhagyamathi (Ileana) falls for him & he goes to meet her father who turns out to be Rammohan Reddy. Somewhere in between Sanjays life as a naxal is depicted."
23455,Panjaa,2011,insufficient sample,2.0,insufficient sample,6.0,Missing,Missing,"Set in Kolkata, the story revolves around Jai, an orphan nurtured into an accomplished hit man by Bhagawan, a ruthless gangster. Due to this, Jai is loyal to him and keeps protecting him all possible dangers, most of which seem to be coming from Bhagawan's rival, Kulkarni. Jai's life starts to change when Munna, Bhagawan's son returns to India and his obsession with Jahnavi makes him commit a number of atrocities. Jai has promised Bhagawan to be the shadow of Munna and protect him. However, Munna's more atrocities end up ruining some lives, causing Jai to do something that endangers his own life from both the sides."
23457,Eega,2012,insufficient sample,3.0,insufficient sample,7.0,2,"There are two or more women in this movie, but they only talk to each other about a man","Nani is a flower decorator, madly in love with his neighbor Bindhu. He gets killed by the baddie, Sudeep, a powerful businessman. Nani comes back as a housefly to get his revenge."
23458,Chatrapathi,2005,Missing,Missing,Missing,Missing,Missing,Missing,"Sivaji is a young kid from Sri Lanka who's family consisting of a mother and brother Ashok is uprooted from their community in Sri Lanka ends up in Vizag, Andhra Pradesh. There they are unjustly forced into work by a local mob boss named Baji Rao who forces them to work in transportation of illegal goods. Their lives are in constant hell because of the torture and unfair demands Baji Rao puts on them. Finally unable to bear the injustices by Baji Rao, Sivaji rises and turns into Chatrapati filling in the legend of the original Chatrapati who rose up and led the people against the Mughal emperor Aurangazeb and reunites with his mother."
23461,Roboshark,2015,insufficient sample,5.0,insufficient sample,4.0,Missing,Missing,"What starts off as a typical day on the streets of Seattle soon becomes a terrifying bloodbath, when a great white shark devours an alien space probe…and ROBOSHARK is born. The U.S. military comes after it with guns blazing, but it’s the power of social media that puts an ambitious newscaster and her tech-savvy daughter ahead of everyone else in the race to stop the destruction."
23462,Curse of the Wolf,2006,Missing,Missing,Missing,Missing,Missing,Missing,"Dakota, a young werewolf, has finally learned to control her nighttime transformations. She desperately wants to live a normal life, and to break free from her curse, she flees to hide in the city. When the pack aggressively hunts her down, the bouncers offer her protection and band together to battle the werewolves who want her dead... and who won't give up their wolf without a vicious fight."
23463,Skull Forest,2012,Missing,Missing,Missing,Missing,Missing,Missing,Four female friends embark on a weekend camping expedition into the woods. Things go horribly awry when the quartet runs afoul of a group of wicked rich folks who enjoy hunting humans for sport. Will any of these ladies make it out of the forest alive?
23464,Swamp Zombies!!!,2005,Missing,Missing,Missing,Missing,Missing,Missing,"A chief physician at a large metropolitan hospital is formulating a serum to resurrect recently deceased ""patients"".When his facility comes under inspection from the federal government, the doctor is forced to dispose of the ""patients"" as quick as possible even though they are in mid-experiment and he doesn't know if his serum even will work. With the help of the evil hospital operations manager, he manages to ditch the experiments in the neighboring swamplands. Little do they know, their serum works, the experiments rise to ""life"" and wreck havoc on a group of students conducting science experiments at the swamplands. With the help of a swamp hermit, a beautiful innocent bystander, a park ranger, and the police captain they try to piece together what has gone on... as well as survive"
23465,L'ange de goudron,2001,Missing,Missing,insufficient sample,8.0,Missing,Missing,"Newly-arrived Ahmed tries to integrate his family to the canadian society, while attempting to control his son's life orientation."
23466,"Italy: Love It, or Leave it",2011,Missing,Missing,Missing,Missing,Missing,Missing,"After their award winning documentary, 'Suddenly, Last Winter', Luca and Gustav are back. This time they have to decide: should they stay in Italy, or leave it, like so many of their friends have done already. Looking at some defining Italian icons, they go on a emotional trip on a old Fiat 500 through Italy, to look behind the cliches and to discover, what's left of the famous Italian way of life, confronting a glorious pas, a shaky present and an uncertain future."
23467,The Dark Side Of Chocolate,2010,Missing,Missing,Missing,Missing,Missing,Missing,"A team of journalists investigate how human trafficking and child labor in the Ivory Coast fuels the worldwide chocolate industry. The crew interview both proponents and opponents of these alleged practices, and use hidden camera techniques to delve into the gritty world of cocoa plantations."
23470,The Stoneman Murders,2009,Missing,Missing,insufficient sample,4.0,Missing,Missing,"In 1980s Bombay, a serial killer starts targeting homeless street dwellers, whilst a suspended police officer attempts to solve the case."
23471,8x10 Tasveer,2009,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing,"8X10 Tasveer is a story about young man named Jai Puri, (Akshay Kumar), who possesses supernatural powers. Jai is of Indian origin who works as a forest ranger in Canada. His life is shattered by a loss of a very important person in his life. This personal tragedy leads him to use his unique supernatural power to unravel the mystery behind the murder."
23472,Kike Like Me,2007,Missing,Missing,Missing,Missing,Missing,Missing,"Documentary in which filmmaker Jamie Kastner goes on a personal journey to find out what it means to be Jewish in the modern world.  Along the way he meets anti-semitic politician Pat Buchanan, Israeli novelist AB Yehoshua, British anti-Israeli curmudgeon Richard Ingrams and Hasids in Brooklyn; he causes a near-riot in a Parisian suburb simply by asking what people think about Jews; and he meets the 'dominatrix' behind Berlin's largest memorial to dead Jews. (Storyville)"
23473,Kollegiet,2007,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing,"Wanting to start a fresh, Katrine moves from the province into a dormitory in Copenhagen and enrolls at the University. But when she crosses conniving Sanne by getting together with Sanne's ex, all hell breaks loose. Sanne and her friends frighten Katrine with an old myth surrounding the ghost of a former resident. Yet the myth very soon becomes reality."
23474,Langer Licht,2006,Missing,Missing,Missing,Missing,Missing,Missing,A drama based around a boxing school owner and his son.
23476,Lucid,2005,Missing,Missing,insufficient sample,4.0,Missing,Missing,
23478,"Meine Frau, meine Freunde und ich",2004,Missing,Missing,insufficient sample,7.0,Missing,Missing,
23480,Mon colonel,2006,Missing,Missing,insufficient sample,3.0,Missing,Missing,"A ""Reformed Colonel"" is found dead in Paris, a couple of decades after Algeria's struggle for independence was won from France. Lieutenant Galois is assigned the investigation of this murder. She receives the diary of Lieutenent Guy Rossi who served under The Colonel in Algeria in 1956, and has been reported as missing in action since 1957. The revelations found in Rossi's diary go far beyond The Colonel's actions in Algeria, and give an insight on how dirty Algeria's War for Independence really was."
23481,Mondo Meyer Upakhyan,2003,Missing,Missing,insufficient sample,2.0,Missing,Missing,"Based on a short story by Bengali writer Prafulla Roy, the central idea developed by director Dasgupta, tells the story of a girl, Lati, whose mother Rajani is a prostitute living and working in a brothel in rural India. Rajani plans to offer her daughter to an older man, a rich husband and protector to her daughter. Lati, however, wants to return to school and finish her studies. Unwilling to pay such a price for material success, she runs away to Calcutta. The discovery of this new world is described parallel to other stories of emancipation, such as that of three young prostitutes, of an aged couple going nowhere and man's n landing on the moon. In a surrealistic approach typical of the director, a clumsy cat and an intelligent donkey are also present in the film."
23482,All The Best,2009,insufficient sample,3.0,insufficient sample,5.0,Missing,Missing,All The Best is a rib-tickling comedy based on hilarious situations resulting from mistaken identities and goof ups.
23483,Mutum,2007,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing,Thiago slowly loses his childhood innocence through life's hard lessons.
23484,Agyaat,2009,Missing,Missing,insufficient sample,2.0,Missing,Missing,"A film unit goes for a shoot deep into a forest, they settle at a place with bare minimal facilities run by a strange and quirky man called Setu."
23485,De onfatsoenlijke vrouw,1991,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing,"A woman with a steady marriage and a little daughter, goes bezerk and enters a seducing game."
23487,Het Paard van Sinterklaas,2005,Missing,Missing,insufficient sample,4.0,Missing,Missing,"There is only one thing Winky wants: a horse, a real horse to ride. But horses are expensive. Fortunately it is the season of Sinterklaas; Winky just asks Sinterklaas for a horse. Than everything will work out alright. Or will it?"
23488,Pieds nus sur les limaces,2010,insufficient sample,6.0,Missing,Missing,Missing,Missing,"After the death of her mother, a woman returns home to care for her sister."
23489,Kisna: The Warrior Poet,2005,insufficient sample,2.0,0.4166666666666667,12.0,Missing,Missing,"The film is set in the India of the tumultuous 1930's when nationalists fighting for the country's independence rose up as one, urging the British to quit. At this time, a young Indian, Kisna befriends and then shields a British girl Katherine, from an enraged mob of nationalists including Kisna's own uncle and brother. Katherine is the young daughter of a ruthless British collector. Kisna takes it upon himself to escort Katherine to the safety of the British High Commission in New Delhi, who will arrange for her to board a ship home. A tender attraction develops between Kisna and Katherine during the journey, a love story that is torn between 'Karma' (the noble deed) and 'Dharma' (the duty). Laxmi, the Indian girl Kisna is engaged to, forms the third point in an emotional triangle involving the Indo-British romantic pair"
23490,Perpetrators of the Crime,2000,Missing,Missing,Missing,Missing,Missing,Missing,"Seriously strapped for cash, three college roommates decide to solve their financial woes by kidnapping the daughter of a wealthy businessman. But the rookie criminals make a huge mistake when they accidentally grab the wrong girl (Tori Spelling). What started out as a simple plan turns into a big mess as the friends struggle to keep up with their hostage's demands. Sean Devine, Danny Strong and Mark Burgess star in this comedy."
23491,The Last Man on the Moon,2016,Missing,Missing,Missing,Missing,Missing,Missing,"The 1960s was an extraordinary time for the United States. Unburdened by post-war reparations, Americans were preoccupied with other developments like NASA, the game-changing space programme that put Neil Armstrong on the moon. Yet it was astronauts like Eugene Cernan who paved the uneven, perilous path to lunar exploration. A test pilot who lived to court danger, he was recruited along with 14 other men in a secretive process that saw them become the closest of friends and adversaries. In this intensely competitive environment, Cernan was one of only three men who was sent twice to the moon, with his second trip also being NASA’s final lunar mission. As he looks back at what he loved and lost during the eight years in Houston, an incomparably eventful life emerges into view. Director Mark Craig crafts a quietly epic biography that combines the rare insight of the surviving former astronauts with archival footage and otherworldly moonscapes."
23492,Dad's Army,2016,insufficient sample,2.0,0.27586206896551724,29.0,3,There are two or more women in this movie and they talk to each other about something other than a man,A cinema remake of the classic sitcom Dad's Army (1968). The Walmington-on-Sea Home Guard platoon deal with a visiting female journalist and a German spy as World War II draws to its conclusion.
23494,Dabangg,2010,insufficient sample,3.0,Missing,Missing,Missing,Missing,A troubled relationship with his younger half-brother and stepfather compels Chulbul Pandey to become a corrupt but fearless cop whose life changes when he locks horns with a corrupt political leader.
23495,Khatta Meetha,2010,insufficient sample,6.0,insufficient sample,8.0,Missing,Missing,An ambitious land contractor becomes embroiled in the corruption and misdeeds of his family members who pocket ill-gained money.
23496,Golmaal 3,2010,insufficient sample,5.0,0.2,15.0,Missing,Missing,"Golmaal 3 highlights the story of hatred between two bunch of siblings within a family. One of nature's masterpieces, this is a family that eats together, prays together, lives together and a family 'that can't stand each other'. This quirky unique family will certainly deliver you with some rib tickling moments, ageless romance and some heartwarming scenes. A beautiful journey full of madness, love and excitement. A film with the perfect blend of just every emotion that will set in your heart with thrice the fun, thrice the magic, and thrice the laughter."
23497,Atithi Tum Kab Jaoge,2010,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing,The story of a happily married couple living in Mumbai whose lives take an interesting turn when a distant relative turns up unannounced at their doorstep from a far off village.
