,title,year,crew_pct_women,crew_n,cast_pct_women,cast_n,bechdel_score,bechdel_desc,synopsis
15572,Red Mist,2008,Missing,Missing,Missing,Missing,Missing,Missing,"A young doctor in a US hospital administers a powerful and untested cocktail of drugs to a coma victim. But instead of curing him, it triggers a powerful ""out-of-body"" experience and enables the patient - a depraved and dangerous loner - to inhabit other people's bodies and, through them, take revenge on the bullying medical students who were accidentally responsible for his condition."
15574,Real Time,2008,Missing,Missing,insufficient sample,2.0,Missing,Missing,Real Time is a comedic drama about a compulsive gambler given one hour to live by the man hired to kill him.
15577,Farm House,2008,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Set in the modern day mid-west, the film focuses on a young couple trying to establish a new life. They become stranded in a very isolated vineyard. They are forced to face secrets from their own pasts and the malicious intents of the vineyard's inhabitant who turn out to be demons from hell."
15578,Manolete,2008,insufficient sample,2.0,Missing,Missing,Missing,Missing,Scandal erupts over a famous bullfighter's affair with a left-wing actress.
15579,Valami Amerika 2,2008,Missing,Missing,insufficient sample,3.0,Missing,Missing,"A lottónyereménynek hála, Tamás megcsinálhatta a filmjét, ami azonban a várakozásokkal ellentétben nagyot bukott. A három fiú egy képeslap révén Alex nyomára jut, aki most szabadult a dutyiból Amerikában és megint csak álnéven, egy színdarab jogait akarja megszerezni. A fiúk azt remélik, hogy megtalálják Alexet, megveszik előle a jogokat és végre visszaszerzik a hatvan milliójukat, amivel a férfi lelépett. Irány Amerika! Ám természetesen a dolgok megint nem az elképzelések szerint alakulnak. Végül Tamásra vár a feladat, hogy Budapesten rendezze meg a darabot."
15580,Parasomnia,2008,insufficient sample,7.0,0.5,14.0,Missing,Missing,"Laura Baxter is a young woman, literally a ""sleeping beauty,"" who suffers from a medical condition called ""parasomnia."" A childhood accident victim, she is actually sleeping her life away, awakening briefly on rare occasions. Art student Danny Sloan falls in love with her, unaware that her hospital neighbor, a terrifying mass murderer and mesmerist named Byron Volpe has other, more sinister plans."
15581,Fast Track: No Limits,2008,insufficient sample,8.0,insufficient sample,4.0,Missing,Missing,An action movie centered around a group of street racers.
15583,Stiletto,2008,insufficient sample,2.0,Missing,Missing,Missing,Missing,"The seemingly random killings of an assassin puzzle her former lover, a wealthy Greek crime boss whose organization is jeopardized by his love for her, and the detective following her rising body count"
15585,Virunga,2014,Missing,Missing,Missing,Missing,Missing,Missing,"Virunga in the Democratic Republic of the Congo is Africa’s oldest national park, a UNESCO world heritage site, and a contested ground among insurgencies seeking to topple the government that see untold profits in the land. Among this ongoing power struggle, Virunga also happens to be the last natural habitat for the critically endangered mountain gorilla. The only thing standing in the way of the forces closing in around the gorillas: a handful of passionate park rangers and journalists fighting to secure the park’s borders and expose the corruption of its enemies. Filled with shocking footage, and anchored by the surprisingly deep and gentle characters of the gorillas themselves, Virunga is a galvanizing call to action around an ongoing political and environmental crisis in the Congo."
15586,Sick Girl,2007,insufficient sample,1.0,Missing,Missing,Missing,Missing,"Izzy is raising her younger brother, Kevin, by herself. Their parents are deceased and her older brother, Rusty, is away in the Marines. When Izzy learns that her little brother is being bullied at school, she does what any unstable, psychopathic, homicidal sister would do."
15587,The Madagascar Penguins in a Christmas Caper,2005,insufficient sample,4.0,insufficient sample,6.0,Missing,Missing,"During the holiday season, when the animals of the Central Park Zoo are preparing for Christmas, Private, the youngest of the penguins notices that the Polar Bear is all alone. Assured that nobody should have to spend Christmas alone, Private goes into the city for some last-minute Christmas shopping. Along the way, he gets stuffed into a stocking"
15588,V/H/S: Viral,2014,0.0625,16.0,insufficient sample,2.0,Missing,Missing,"V/H/S: VIRAL's segments include the story of a deranged illusionist who obtains a magical object of great power, a homemade machine that opens a door to a parallel world, teenage skaters that unwillingly become targets of a Mexican death cult ritual, and a sinister, shadowy organization that is tracking a serial killer. The segments are tied together by the story of a group of fame-obsessed teens following a violent car chase in LA that unwittingly become stars of the next internet sensation."
15589,Running from Crazy,2013,insufficient sample,2.0,insufficient sample,3.0,Missing,Missing,"'Running from Crazy' is a documentary examining the personal journey of model and actress Mariel Hemingway, the granddaughter of Ernest Hemingway, as she strives for a greater understanding of her family history of suicide and mental illness."
15592,Das Haus der Krokodile,2012,insufficient sample,3.0,insufficient sample,6.0,Missing,Missing,"Victor is both thrilled and mystified when his family moves into his grand-uncles somber mansion filled with African masks, taxidermy crocodile mounts - and a dark secret: Four decades ago, his grand-cousin Cecilia, at the same age as he is now, lost her life in the mansions impressive staircase, and the circumstances of her death still remain obscure."
15593,The Boy Who Cried Werewolf,2010,Missing,Missing,Missing,Missing,Missing,Missing,"A Californian family inherits a castle in Romania. This is especially exciting to the son, who is obsessed with monsters. And he is not disappointed."
15594,Mr Hockey The Gordie Howe Story,2013,Missing,Missing,insufficient sample,4.0,Missing,Missing,The story of the 1973 hockey season when aging legend Gordie Howe returned to the ice at the age of 44.
15595,Gone Nutty,2002,insufficient sample,2.0,Missing,Missing,Missing,Missing,Scrat tries to finish his rather large collection of acorns when things start going nutty.
15596,The Heart Machine,2014,Missing,Missing,insufficient sample,5.0,Missing,Missing,"A man begins to suspect that his long-distance girlfriend, whom he met online but has never met in person, has been living in the same city the whole time and sets out to find her."
15597,Starry Eyes,2014,insufficient sample,6.0,insufficient sample,10.0,Missing,Missing,A hopeful young starlet uncovers the ominous origins of the Hollywood elite and enters into a deadly agreement in exchange for fame and fortune.
15601,Song of the Sea,2014,insufficient sample,6.0,Missing,Missing,Missing,Missing,"The story of the last Seal Child’s journey home. After their mother’s disappearance, Ben and Saoirse are sent to live with Granny in the city. When they resolve to return to their home by the sea, their journey becomes a race against time as they are drawn into a world Ben knows only from his mother’s folktales. But this is no bedtime story; these fairy folk have been in our world far too long. It soon becomes clear to Ben that Saoirse is the key to their survival."
15605,Une Histoire d'amour,2013,insufficient sample,2.0,Missing,Missing,Missing,Missing,A banker strikes up a sadomasochistic relationship with a mistress.
15606,Maaginen kristalli,2011,Missing,Missing,insufficient sample,1.0,Missing,Missing,A magic crystal causes double the number of gifts Santa can deliver all over the world and this makes for many happy gezinnetjes. His criminal assistant Basil however has a diabolical plan: he wants to steal the crystal so as to gain control over the minds of the children. The brave boy Yotan act to prevent and concocts a plan.
15607,Beyond the Lights,2014,Missing,Missing,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"Noni Jean is a hot new rising star. But not all is what it seems, and the pressure causes Noni to nearly fall apart - until she meets Kaz Nicol, a promising young cop and aspiring politician who's been assigned to her detail. Can Kaz's love give Noni the courage to find her own voice and break free to become the artist she was meant to be?"
15608,Paulette,2013,Missing,Missing,Missing,Missing,Missing,Missing,"Paulette lives alone in a housing project in the Paris suburbs. With her meager pension, she can no longer make ends meet."
15609,In the Heart of the Sea,2015,Missing,Missing,0.125,16.0,1,"There are two or more women in this movie, but they don't talk to each other","In the winter of 1820, the New England whaling ship Essex is assaulted by something no one could believe—a whale of mammoth size and will, and an almost human sense of vengeance."
15610,Les Tuche,2011,Missing,Missing,insufficient sample,3.0,Missing,Missing,"Everyone in the village of Bouzolles knows the Tuche family, who live by the philosophy ""Man is not made to work."" Despite their lack of money, they strive to be happy... that is, until their hand-to-mouth existence is turned on its head. After winning the lottery, the Tuches get rich beyond their wildest dreams and move to Monaco. And while attempting to fit in in their swanky new homeland, they struggle to stay true to the same principles by which they've always lived."
15611,Comme les 5 doigts de la main,2010,insufficient sample,6.0,0.2857142857142857,14.0,Missing,Missing,"Five brothers similar yet different, raised by a mother widowed too early. One of them had left the family when he returns, pursued by a gang of smugglers, he find shelter in his family while reveling them a dark secret. The five brothers, together, will find the energy to defend themself and the means to avenge the memory of their murdered father..."
15613,Stockholm Stories,2013,Missing,Missing,insufficient sample,8.0,Missing,Missing,"The lives of five seemingly unrelated lost souls intertwine in Sweden’s chilly capital in this delicate and wryly funny ensemble film. A precocious yet untalented young writer, a friendless advertising genius, a tight-lipped workaholic, a shy upper-class boy with a secret crush, and a recently dumped young woman all come to realize hard truths about love and life over the course of several days."
15614,Pressed,2011,Missing,Missing,Missing,Missing,Missing,Missing,"Brian, (Luke Goss, DEATH RACE 2, HELLBOY II) is desperately trying to seek a ""quick fix"" business deal that will put him back on top financially after being let go from his executive position at one of the top investment firms. Brian decides to go ""all in"", investing the rest of his savings into a short-term drug deal that would allow him to preserve his high-end life style.  When two recluse teenagers unknowingly intercept the illicit drug money hidden in the back seat of a car, Brian’s deal is botched. He soon finds himself in a desperate situation as he owes a merciless drug lord the missing money. At the same time the teenagers learn that they've stolen from the wrong people. What follows is a twisted tale of greed, deceit, murder and wealth.  In this Crime-thriller, three relationships collide in a fantastic saga where only one will get out alive."
15615,A Promise,2013,insufficient sample,7.0,insufficient sample,5.0,Missing,Missing,"A romantic drama set in Germany just before WWI and centered on a married woman who falls in love with her husband's teacher. Separated by the war, they pledge their devotion to one another."
15616,Alien Nation: Dark Horizon,1994,Missing,Missing,Missing,Missing,Missing,Missing,"Followup movie to the TV series about 250,000 aliens, or ""newcomers"" as they are known, who have by now settled alongside the humans in California. Most of the newcomers were slaves, and the slave masters are now looking for them. They send Aponso to earth to locate the slaves ready for the aliens to pick them up."
15617,Alien Nation: Body and Soul,1995,Missing,Missing,insufficient sample,4.0,Missing,Missing,"Sikes and Francisco are called in to a case when a mysterious young girl, who looks part Newcomer, part human, appears. Her huge, brutish counterpart tries to free her from the precinct, and their bizarre relationship turns out to be the result of a slaveship medical experiment. Meanwhile, Cathy and Matt are going to sex school, in preparation of becoming intimate, while Buck distresses his parents by his anti-human opinions."
15618,Alien Nation: The Enemy Within,1996,Missing,Missing,insufficient sample,6.0,Missing,Missing,"When detectives Sikes and Francisco are presented with the mysterious death of an Eeno, Matt is stupefied to discover that George rudely snubs the case. He, like most newcomers, reviles the outcast Eenos. As the case unfolds, George has to reassess his prejudices, and George's family help save the city from an alien threat originating in an Eeno waste disposal facility."
15619,Alien Nation: Millennium,1996,Missing,Missing,insufficient sample,7.0,Missing,Missing,"It's 1999, and as the end of the millenium approaches, people are attempting to find spiritual enlightenment. But a few people want to skip all the work that entails, and a holy Tenktonese relic in the hands of a heretic is giving them a shortcut. But it's not quite as easily controlled as she says."
15621,City Slacker,2012,Missing,Missing,Missing,Missing,Missing,Missing,Amanda is a corporate highflier who needs a slacker so she can have a baby and keep her career.
15622,Hello Ladies: The Movie,2014,insufficient sample,8.0,Missing,Missing,Missing,Missing,"When Stuart learns that his British ex-girlfriend is planning to visit Los Angeles with her husband, he sets out to impress them with his glamorous lifestyle, enlisting a Russian model he’s just met to play the role of his beautiful girlfriend. What could go wrong?"
15624,Listen Up Philip,2014,insufficient sample,5.0,0.7272727272727273,11.0,Missing,Missing,"Anger rages in Philip as he awaits the publication of his second novel. He feels pushed out of his adopted home city by the constant crowds and noise, a deteriorating relationship with his photographer girlfriend Ashley, and his own indifference to promoting the novel. When Philip's idol Ike Zimmerman offers his isolated summer home as a refuge, he finally gets the peace and quiet to focus on his favorite subject: himself."
15626,Ain't in It for My Health: A Film About Levon Helm,2010,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing,"Starting with the image of a tour bus warming its engine in the stillness of an empty lot, this haunting, personal portrait of music legend Levon Helm evokes the mood of a lifetime spent on the road. Jacob Hatley's extraordinarily intimate documentary finds Helm, a founding member of The Band, at home in Woodstock in the midst of creating his first studio album in 25 years. The ultimate survivor, he's overcome drugs, bankruptcy, the bitter breakup of The Band and a bout of throat cancer -but then, as the rueful title indicates, he wasn't in it for his health"
15628,Jurassic World,2015,Missing,Missing,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond."
15629,Watermark,2013,insufficient sample,5.0,Missing,Missing,Missing,Missing,"Following their triumph with Manufactured Landscapes, photographer Edward Burtynsky and filmmaker Jennifer Baichwal reunite to explore the ways in which humanity has shaped, manipulated and depleted one of its most vital and compromised resources: water."
15630,Citizenfour,2014,insufficient sample,9.0,insufficient sample,4.0,1,"There are two or more women in this movie, but they don't talk to each other","In June 2013, Laura Poitras and reporter Glenn Greenwald flew to Hong Kong for the first of many meetings with Edward Snowden. She brought her camera with her."
15631,Dans la peau d'une grande,2011,Missing,Missing,insufficient sample,4.0,Missing,Missing,
15632,David et Madame Hansen,2012,Missing,Missing,insufficient sample,3.0,Missing,Missing,
15633,Pop Redemption,2013,Missing,Missing,insufficient sample,2.0,Missing,Missing,
15635,LOL (Laughing Out Loud),2008,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing,"Lola, a striking teenaged girl who is on the cusp of adulthood, who longs to rush into the adult world of independence, freedom and sexual exploits, but is tenaciously held back by her mother."
15637,Apflickorna,2011,Missing,Missing,insufficient sample,1.0,Missing,Missing,"When Emma meets Cassandra, they initiate a relationship filled with physical and psychological challenges. Emma does whatever it takes to master the rules of the game. Lines are crossed and the stakes get higher and higher. Despite this, Emma can't resist the intoxicating feeling of total control."
15638,The Taking of Deborah Logan,2014,insufficient sample,4.0,Missing,Missing,Missing,Missing,"What starts as a poignant medical documentary about Deborah Logan's descent into Alzheimer's disease and her daughter's struggles as caregiver degenerates into a maddening portrayal of dementia at its most frightening, as hair-raising events begin to plague the family and crew and an unspeakable malevolence threatens to tear the very fabric of sanity from them all."
15639,Admissions,2004,Missing,Missing,insufficient sample,7.0,Missing,Missing,"A gifted high-school student flubs her college admissions interviews for the most unexpected reasons in this independent coming-of-age drama. Cynical, world-weary Evie is more interested in taking care of her family than getting into the Ivy League institutions for which she seems destined. Dad Harry spends all his time building model trains in the basement, while workaholic mom Martha depends on Evie to take care of her other daughter, developmentally challenged Emily. When she's not busy reading poetry to her sister Emily, Evie hangs out with James (Fran Kranz), the sensitive boy next door, whose romantic overtures prove too confusing to acknowledge. College also seems too daunting, so Evie deliberately blows one university interview after another in the hopes of staying at home as her sister's keeper. Meanwhile, Evie begins passing off her own poems as Emily's, fuelling the belief that her brain-damaged sister is actually a literary savant."
15640,House Hunting,2013,insufficient sample,5.0,insufficient sample,5.0,Missing,Missing,Two families go to an open house and can't leave
15641,Alive Inside,2014,Missing,Missing,Missing,Missing,Missing,Missing,"Five million Americans suffer from Alzheimer's disease and dementia—many of them alone in nursing homes. A man with a simple idea discovers that songs embedded deep in memory can ease pain and awaken these fading minds. Joy and life are resuscitated, and our cultural fears over aging are confronted."
15642,Last I Heard,2013,insufficient sample,2.0,insufficient sample,3.0,Missing,Missing,"Released from federal prison after 20 years due to his ailing health, a formerly powerful New York mobster moves back home and attempts to reconnect with former life in this poignant Sopranos-esque character study."
15643,Santa Who?,2000,insufficient sample,2.0,insufficient sample,4.0,1,"There are two or more women in this movie, but they don't talk to each other","Santa Claus develops amnesia after accidentally falling out of his sleigh and only the innocence of a small child can save him. Meanwhile, Santa has to battle the disbelief of a newsman."
15644,Hit by Lightning,2014,insufficient sample,2.0,insufficient sample,5.0,Missing,Missing,"When Ricky Miller, a single, quiet 40-year old aspiring writer and manager of Debbie's (think Denny's) and probably the last person you'd notice in a crowd is 'hit by lightning' and meets the love of his life, the beautiful Danita on E-Happily.com, he is catapulted into a relationship online but it's a lot more than what he bargained for - this includes being asked to kill! Hounded by his best friend Seth who thinks no ""10"" would even go out with a guy like Ricky unless she had ulterior motives (or needed glasses), Ricky starts to get skeptical himself. Turns out, Danita confesses she's actually married to a handsome affable crime novelist and former Rabbi, Ben Jacobs. Is Danita telling Ricky the truth when she says wants to leave her husband but fears for her life if she does? Will Ricky go through with the plan to kill him so he and Danita can live happily ever after?"
15646,Pumzi,2009,Missing,Missing,Missing,Missing,Missing,Missing,"A sci-fi film about futuristic Africa, 35 years after World War III, 'The Water War'."
15648,Christmas Cottage,2008,Missing,Missing,Missing,Missing,Missing,Missing,"Inspired by the picturesque paintings of Thomas Kinkade, The Christmas Cottage tells the semi-autobiographical tale of how a young boy is propelled to launch a career as an artist after he learns that his mother is in danger of losing the family home."
15649,Viaggio Sola,2013,insufficient sample,2.0,insufficient sample,3.0,Missing,Missing,"Single and middle-aged, beautiful Irene (Margarita Buy) is wholly devoted to her job as an inspector of luxury hotels. Constantly on the road, she indulges in expensive pleasures at impeccable resorts, but always incognito and alone, soon escaping to the next exotic destination with her checklist and laptop in tow. When her best friend and ex, Andrea (Stefano Accorsi), who has always been a source of emotional support, suddenly becomes unavailable, Irene is thrown into a deep existential crisis. ""Luxury is a form of deceit,"" she is told by a fellow traveller in the fog of a steam room, and thus begins Irene's quest to bring more meaning into her life."
15650,O Menino no Espelho,2014,Missing,Missing,insufficient sample,2.0,Missing,Missing,"What child has never dreamed of having a double, someone who would do all of the annoying things in his place? Seeing his reflection get out of the mirror into the real world, this dream comes true for the fearless boy Fernando. Odnanref, his double, presents himself as a solution to all his problems. Adaptation of a successful Brazilian novel written by Fernando Sabino."
15653,Horrible Bosses 2,2014,0.22727272727272727,22.0,Missing,Missing,1,"There are two or more women in this movie, but they don't talk to each other","Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme."
15654,Detention of the Dead,2012,insufficient sample,5.0,insufficient sample,5.0,Missing,Missing,A group of oddball high school students find themselves trapped in detention with their classmates having turned into a horde of Zombies.
15656,The Beaver Trilogy,2000,Missing,Missing,Missing,Missing,Missing,Missing,"The Beaver Trilogy combines three separate vignettes that were filmed at different times, in 1979, 1981, and 1985. The first, entitled The Beaver Kid, is a short documentary about the exploits of ""Groovin' Gary"", a performer that filmmaker Harris happened upon while filming for a Salt Lake City, Utah news station."
15658,Donner Pass,2012,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing,Donner Pass has a well-known and macabre history - the place where George Donner and his party got stuck in the winter of 1846 and were forced to resort to cannibalism to keep from starving. But what if it wasn't just history?
15660,Down the Shore,2011,Missing,Missing,insufficient sample,5.0,Missing,Missing,"Set on the Jersey shore, the lives of three childhood friends begin to unravel when a secret from their past is revealed"
15661,Dr. Dolittle: Million Dollar Mutts,2009,insufficient sample,3.0,0.46153846153846156,13.0,Missing,Missing,"Maya Dolittle can talk to animals. She gets discovered and Tiffany Monaco, a Hollywood star, brings her to L.A. to help her little puppy, who turns out to be a boy."
15662,Dr. Dolittle: Tail to the Chief,2008,insufficient sample,1.0,insufficient sample,8.0,Missing,Missing,"Maya Dolittle (Kyla Pratt) is back in a heartwarming adventure of presidential proportions! Maya's dream of going to vet school is put on hold when she gets a call from the president of the United States. It seems the First Dog is out of control, and the president needs Maya's help. It's up to Maya and her own dog, Lucky, to stop a canine catastrophe from becoming a national crisis!."
15664,DragonHeart: A New Beginning,2000,insufficient sample,1.0,insufficient sample,6.0,0,Fewer than two women in this movie,"When Geoff, an orphaned stable boy (Chris Masterson), discovers Drake (voice of Robby Benson), the world's last living dragon, he realizes that his dream of becoming a knight in shining armor can now come true. Together, they soon face challenges that turn them into heroes. But caught up in the excitement of their new lives, Geoff and Drake fail to see the hidden dangers that surround them."
15665,Drive Thru,2007,Missing,Missing,Missing,Missing,Missing,Missing,"Horror gets Super Sized when Horny The Clown, the demonic mascot of ""Hella-Burger,"" starts slashing Orange County teenagers with his meat cleaver from Hell."
15666,Drop Dead Sexy,2005,insufficient sample,9.0,0.36363636363636365,11.0,Missing,Missing,"When their money scam runs aground, a group of would-be thieves turn to kidnapping in an attempt to blackmail their target."
15668,El Gringo,2012,0.25,28.0,insufficient sample,9.0,Missing,Missing,"A man crossing into Mexico with a satchel of $2,000,000—and a bloody past—finds himself under sudden attack in the sleepy town of El Fronteras."
15670,Elliot Loves,2012,insufficient sample,2.0,insufficient sample,7.0,Missing,Missing,"Two stages of a Dominican-American's life; first as a boy trying to bond with his young mother, then a 21-year-old looking for love in New York City."
15671,Elvis and Anabelle,2007,Missing,Missing,insufficient sample,7.0,Missing,Missing,A small-town beauty queen and an unlicensed mortician set out across the Texas plains on a journey of self-discovery.
15672,Elvis Has Left the Building,2004,Missing,Missing,0.2857142857142857,14.0,Missing,Missing,"Harmony had an encounter early in life with the young Elvis, and can't seem to shake his influence. Now a Pink Lady selling cosmetics, she seems to inadvertently bring harm to any Elvis impersonators she encounters. After a bizarre car accident leaves a slew of them dead, Harmony goes on the run from the authorities, hooking up with a downtrodden ad exec who has Elvis troubles of his own."
15673,Elvis Meets Nixon,1997,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing,"A ""mockumentary"" about Elvis's real-life trip to the White House to become a federal marshal under the DEA"
15675,Endure,2010,Missing,Missing,insufficient sample,9.0,Missing,Missing,"After a shocking photo of a young woman is found inside the twisted metal of a fatal car crash, veteran detective Emory Lloyd must risk everything to identify and find the woman before it's too late."
15676,Lost Christmas,2011,insufficient sample,6.0,insufficient sample,6.0,Missing,Missing,"Urban fairytale set in Manchester. A series of tragic events that blight a young boy's life are reversed one Christmas Eve, giving him and those around him the happy ending that they were destined to have."
15678,Enemies Closer,2013,0.21428571428571427,14.0,insufficient sample,7.0,Missing,Missing,"After a major shipment of drugs goes missing on the US-Canadian border, forest ranger and former Navy SEAL Henry is plunged into survival mode when the drug cartel forces him to help retrieve the downed package. Trapped in the wilderness with no communication to the outside world, Henry finds himself face to face with Clay, a man with a personal vendetta against Henry who has returned for retribution. Now, the two mortal enemies must make a choice: put aside their past and work together, or die alone at the hands of the drug runners, a ruthless gang who will stop at nothing to retrieve their lost cargo."
15680,Russell Brand: Messiah Complex,2013,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Recorded live at Hammersmith Apollo, Russell questions the values of heroes and leaders. ‘Messiah Complex’ is a disorder where sufferers think they might be the messiah. Did Jesus have it? What about Che Guevara, Gandhi, Malcolm X and Hitler? All these men have shaped our lives and influenced the way we think. Their images are used to represent ideas that often do not relate to them at all. Would Gandhi be into Apple? Would Che Guevara endorse Madonna? Would Jesus be into Christianity? He concludes it’s all a load of rubbish and encourages the audience to stop voting, ignore advertising, look to the transcendent within themselves and others...and kick over some bins on their way home. Plus there’s sex. Obviously."
15681,Tanta agua,2013,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing,"A family vacation is bogged down by unrelenting rain, as a teenage girl and her divorced father try to find common ground."
15683,Yellow Rock,2011,insufficient sample,10.0,0.16666666666666666,12.0,Missing,Missing,"Five men ride into the eerie town of Yellow Rock, hoping to rescue a family member and his lost boy. The leader, Max Dietrich, hires Mountain Man, Tom Hanner, to guide them into the Black Paw Tribe territory for the search."
15685,Dancing Outlaw II: Jesco Goes to Hollywood,1999,Missing,Missing,insufficient sample,5.0,Missing,Missing,"As the popularity of the Dancing Outlaw grew after the release of his biographical documentary, Jesco White was asked by comedian Tom Arnold to perform on the television show Roseanne. He traveled to Los Angeles for the performance, which was chronicled in the 1994 short film Dancing Outlaw 2: Jesco Goes To Hollywood - directed by Jacob Young."
15687,La Belle verte,1996,insufficient sample,2.0,insufficient sample,10.0,3,There are two or more women in this movie and they talk to each other about something other than a man,"As part of an intergalactic coalition, a well-meaning space alien volunteers to bring a message of self-actualization and harmony with nature to the one planet rejected by all her peers as incorrigible: Earth."
15688,Penguins of Madagascar,2014,insufficient sample,2.0,0.15384615384615385,13.0,Missing,Missing,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it."
15689,Bill Bailey: Qualmpeddler,2013,Missing,Missing,Missing,Missing,Missing,Missing,"After receiving rave reviews in Australia, New Zealand and the UK, Bill Bailey brings ‘Qualmpeddler’ to the Hammersmith Apollo London. A brilliant mix of stand-up, stories, music and old-fashioned wit distilled from his own extraordinary experiences and reactions to the modern world, he looks at Cut-Price Shark Diving, The Hiding Skills of Dentists, A Theory of Cognitive Dissonance & Internet Shopping, Mandarin Ambiguity, Religious Dubstep, and Fashioning Replacement Hamsters. All in all, vintage Bill Bailey with trademark musical mash-ups, multi-lingual riffs, films, songs, philosophizing and silliness on a grand scale…plus one amazing owl.  “Qualmpeddler is... part rock-concert, part political discourse, part philosophical enquiry... masterfully constructed... the thinking person’s comedian...” - Herald Sun, Melbourne."
15690,Ivul,2010,insufficient sample,1.0,insufficient sample,1.0,Missing,Missing,"IVUL is the extraordinary story of Alex (Jacob Auzanneau), a young man who climbs on to the roof of his house and refuses to ever come back down to earth. His actions devastate his beloved family and we watch as their world falls apart. A dark and mysterious gardener (Tchili from This Filthy Earth) keeps watch over the family but is powerless to exorcise the curse that he feels has befallen them. Meanwhile the twin sisters (Manon and Capucine) provide light but sometimes macabre relief.  The world of IVUL is a world of both fairytale and nightmare with the family manor house and forest landscape providing a compelling backdrop to the story."
15692,Fugly!,2014,insufficient sample,2.0,Missing,Missing,Missing,Missing,"Fame proves elusive for comic Jesse Sanchez, who reflects on life from the bottom of a bathtub in this film based on John Leguizamo's one-man show. The story that unfolds has it all: love, loss, mistakes, adventure and redemption."
15693,Black or White,2014,insufficient sample,8.0,Missing,Missing,Missing,Missing,"A grieving widower is drawn into a custody battle over his granddaughter, whom he helped raise her entire life."
15694,Ragamuffin,2014,Missing,Missing,insufficient sample,2.0,Missing,Missing,"RAGAMUFFIN is based on the true story of Rich Mullins, a musical prodigy who rose to Christian music fame and fortune only to walk away and live on a Navajo reservation.  An artistic genius raised on a tree farm in Indiana by a weathered, callous father, Rich wrestled all of his life with the brokenness and crippling insecurity born of his childhood.  A lover of Jesus and a rebel in the church, Rich refused to let his struggles with alcoholism, addiction and women tear him away from a God he was determined to love.  As he struggled with success in Nashville, depression in Wichita, and oblivion in the Four Corners, Rich became one of the first of his time to live honestly amidst a culture of religion and conformity."
15695,'71,2014,insufficient sample,8.0,Missing,Missing,0,Fewer than two women in this movie,A young British soldier must find his way back to safety after his unit accidentally abandons him during a riot in the streets of Belfast.
15697,The Water Diviner,2014,0.17647058823529413,17.0,Missing,Missing,Missing,Missing,"In 1919, Australian farmer Joshua Connor travels to Turkey to discover the fate of his three sons, reported missing in action. Holding on to hope, Joshua must travel across the war-torn landscape to find the truth and his own peace."
15698,Enlighten Up!,2008,Missing,Missing,Missing,Missing,Missing,Missing,"Filmmaker Kate Churchill is determined to prove that yoga can transform anyone. Nick Rosen is skeptical but agrees to be her guinea pig. Kate immerses Nick in yoga, and follows him around the world as he examines the good, the bad and the ugly of yoga. The two encounter celebrity yogis, true believers, kooks and world-renowned gurus. Tensions run high as Nick’s transformational progress lags and Kate’s plan crumbles. What unfolds and what they discover is not what they expected."
15699,Le temps de l'aventure,2013,Missing,Missing,Missing,Missing,Missing,Missing,"In the short break between performances in Calais, stage actress Alix makes a quick escape to Paris. On the train she meets a mysterious English stranger and, for the most fleeting of afternoons, imagines what the future could hold down a different road."
15700,Le Chat du rabbin,2011,insufficient sample,4.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man,"The story of a rabbi and his talking cat, a sharp-tongued feline philosopher brimming with scathing humor and a less than pure love for the rabbi's teenage daughter."
15701,Altman,2014,insufficient sample,1.0,0.23076923076923078,13.0,Missing,Missing,"Maverick. Auteur. Rebel. Innovator. Storyteller. Rambler. Gambler. Mad man. Family man. Director. Artist.  Robert Altman's life and career contained multitudes. This father of American independent cinema left an indelible mark, not merely on the evolution of his art form, but also on the western zeitgeist. ""Altman"", Canadian director Ron Mann's new documentary, explores and celebrates the epic fifty-year redemptive journey of one of the most important and influential filmmakers in the history of the medium.  With its use of rare interviews, representative film clips, archival images, and musings from his family and most recognizable collaborators, Mann's Altman is a dynamic and heartfelt mediation on an artist whose expression, passion and appetite knew few bounds."
15702,Still Alice,2014,insufficient sample,5.0,Missing,Missing,Missing,Missing,"Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested."
